DATE;AGE;JOB_TYPE;STATUS;EDUCATION;HAS_DEFAULT;BALANCE;HAS_HOUSING_LOAN;HAS_PERSO_LOAN;CONTACT;DURATION_CONTACT;NB_CONTACT;NB_DAY_LAST_CONTACT;NB_CONTACT_LAST_CAMPAIGN;RESULT_LAST_CAMPAIGN;SUBSCRIPTION
2008-05-05;54;Col bleu;Marié;Secondaire;No;1291;Yes;No;;266;1;-1;0;;No
2008-05-05;123;Manager;;Tertiaire;No;-244;Yes;;;253;1;-1;0;;No
2008-05-05;123;Manager;;Tertiaire;No;0;Yes;;;179;1;-1;0;;No
2008-05-05;42;Admin;Célibataire;Secondaire;No;-76;Yes;No;;787;1;-1;0;;No
2008-05-05;24;Technicien;Célibataire;Secondaire;No;-103;Yes;Yes;;145;1;-1;0;;No
2008-05-05;38;Entrepreuneur;Célibataire;Tertiaire;No;243;No;Yes;;174;1;-1;0;;No
2008-05-05;38;Manager;Célibataire;Tertiaire;No;424;Yes;No;;104;1;-1;0;;No
2008-05-05;47;Col bleu;Marié;;No;306;Yes;No;;13;1;-1;0;;No
2008-05-05;40;Col bleu;Célibataire;;No;24;Yes;No;;185;1;-1;0;;No
2008-05-05;46;Services;Marié;Primaire;No;179;Yes;No;;1778;1;-1;0;;No
2008-05-05;32;Admin;Marié;Tertiaire;No;0;Yes;No;;138;1;-1;0;;No
2008-05-05;53;Technicien;Divorcé;Secondaire;No;989;Yes;No;;812;1;-1;0;;No
2008-05-05;57;Col bleu;Marié;Primaire;No;249;Yes;No;;164;1;-1;0;;No
2008-05-05;33;Services;Marié;Secondaire;No;790;Yes;No;;391;1;-1;0;;No
2008-05-05;49;Col bleu;Marié;;No;154;Yes;No;;357;1;-1;0;;No
2008-05-05;51;Manager;Marié;Tertiaire;No;6530;Yes;No;;91;1;-1;0;;No
2008-05-05;60;Retraité;Marié;Tertiaire;No;100;No;No;;528;1;-1;0;;No
2008-05-05;59;Manager;Divorcé;Tertiaire;No;59;Yes;No;;273;1;-1;0;;No
2008-05-05;55;Technicien;Marié;Secondaire;No;1205;Yes;No;;158;2;-1;0;;No
2008-05-05;35;Col bleu;Célibataire;Secondaire;No;12223;Yes;Yes;;177;1;-1;0;;No
2008-05-05;57;Col bleu;Marié;Secondaire;No;5935;Yes;Yes;;258;1;-1;0;;No
2008-05-05;31;Services;Marié;Secondaire;No;25;Yes;Yes;;172;1;-1;0;;No
2008-05-05;54;Manager;Marié;Secondaire;No;282;Yes;Yes;;154;1;-1;0;;No
2008-05-05;55;Col bleu;Marié;Primaire;No;23;Yes;No;;291;1;-1;0;;No
2008-05-05;43;Technicien;Marié;Secondaire;No;1937;Yes;No;;181;1;-1;0;;No
2008-05-05;53;Technicien;Marié;Secondaire;No;384;Yes;No;;176;1;-1;0;;No
2008-05-05;44;Col bleu;Marié;Secondaire;No;582;No;Yes;;211;1;-1;0;;No
2008-05-05;55;Services;Divorcé;Secondaire;No;91;No;No;;349;1;-1;0;;No
2008-05-05;49;Services;Divorcé;Secondaire;No;0;Yes;Yes;;272;1;-1;0;;No
2008-05-05;55;Services;Divorcé;Secondaire;Yes;1;Yes;No;;208;1;-1;0;;No
2008-05-05;45;Admin;Célibataire;Secondaire;No;206;Yes;No;;193;1;-1;0;;No
2008-05-05;47;Services;Divorcé;Secondaire;No;164;No;No;;212;1;-1;0;;No
2008-05-05;42;Technicien;Célibataire;Secondaire;No;690;Yes;No;;20;1;-1;0;;No
2008-05-05;59;Admin;Marié;Secondaire;No;2343;Yes;No;;1042;1;-1;0;;Yes
2008-05-05;46;Indépendant;Marié;Tertiaire;No;137;Yes;Yes;;246;1;-1;0;;No
2008-05-05;51;Col bleu;Marié;Primaire;No;173;Yes;No;;529;2;-1;0;;No
2008-05-05;56;Admin;Marié;Secondaire;No;45;No;No;;1467;1;-1;0;;Yes
2008-05-05;41;Technicien;Marié;Secondaire;No;1270;Yes;No;;1389;1;-1;0;;Yes
2008-05-05;46;Manager;Divorcé;Secondaire;No;16;Yes;Yes;;188;2;-1;0;;No
2008-05-05;57;Retraité;Marié;Secondaire;No;486;Yes;No;;180;2;-1;0;;No
2008-05-05;42;Manager;Célibataire;Secondaire;No;50;No;No;;48;1;-1;0;;No
2008-05-05;30;Technicien;Marié;Secondaire;No;152;Yes;Yes;;213;2;-1;0;;No
2008-05-05;60;Admin;Marié;Secondaire;No;290;Yes;No;;583;1;-1;0;;No
2008-05-05;60;Col bleu;Marié;;No;54;Yes;No;;221;1;-1;0;;No
2008-05-05;57;Entrepreuneur;Divorcé;Secondaire;No;-37;No;No;;173;1;-1;0;;No
2008-05-05;36;Manager;Marié;Tertiaire;No;101;Yes;Yes;;426;1;-1;0;;No
2008-05-05;55;Col bleu;Marié;Secondaire;No;383;No;No;;287;1;-1;0;;No
2008-05-05;60;Retraité;Marié;Tertiaire;No;81;Yes;No;;101;1;-1;0;;No
2008-05-05;39;Technicien;Marié;Secondaire;No;0;Yes;No;;203;1;-1;0;;No
2008-05-05;46;Manager;Marié;Tertiaire;No;229;Yes;No;;197;1;-1;0;;No
2008-05-05;123;Col bleu;Marié;Secondaire;No;-674;Yes;No;;257;1;-1;0;;No
2008-05-05;53;Col bleu;Marié;Primaire;No;90;No;No;;124;1;-1;0;;No
2008-05-05;52;Col bleu;Marié;Primaire;No;128;Yes;No;;229;1;-1;0;;No
2008-05-05;59;Col bleu;Marié;Primaire;No;179;Yes;No;;55;3;-1;0;;No
2008-05-05;27;Technicien;Célibataire;Tertiaire;No;0;Yes;No;;400;1;-1;0;;No
2008-05-05;44;Col bleu;Marié;Secondaire;No;54;Yes;No;;197;1;-1;0;;No
2008-05-05;47;Technicien;Marié;Tertiaire;No;151;Yes;No;;190;1;-1;0;;No
2008-05-05;34;Admin;Marié;Secondaire;No;61;No;Yes;;21;1;-1;0;;No
2008-05-05;59;Retraité;Célibataire;Secondaire;No;30;Yes;No;;514;1;-1;0;;No
2008-05-05;45;Manager;Marié;Tertiaire;No;523;Yes;No;;849;2;-1;0;;No
2008-05-05;29;Services;Divorcé;Secondaire;No;31;Yes;No;;194;1;-1;0;;No
2008-05-05;46;Technicien;Divorcé;Secondaire;No;79;No;No;;144;1;-1;0;;No
2008-05-05;56;Indépendant;Marié;Primaire;No;-34;Yes;Yes;;212;2;-1;0;;No
2008-05-05;36;Col bleu;Marié;Primaire;No;448;Yes;No;;286;1;-1;0;;No
2008-05-05;59;Retraité;Divorcé;Primaire;No;81;Yes;No;;107;1;-1;0;;No
2008-05-05;44;Col bleu;Marié;Secondaire;No;144;Yes;No;;247;2;-1;0;;No
2008-05-05;41;Admin;Marié;Secondaire;No;351;Yes;No;;518;1;-1;0;;No
2008-05-05;33;Manager;Célibataire;Tertiaire;No;-67;Yes;No;;364;1;-1;0;;No
2008-05-05;59;Manager;Divorcé;Tertiaire;No;262;No;No;;178;1;-1;0;;No
2008-05-05;57;Technicien;Marié;Primaire;No;0;No;No;;98;1;-1;0;;No
2008-05-05;56;Technicien;Divorcé;;No;56;Yes;No;;439;1;-1;0;;No
2008-05-05;51;Col bleu;Marié;Secondaire;No;26;Yes;No;;79;1;-1;0;;No
2008-05-05;34;Admin;Marié;;No;3;Yes;No;;120;3;-1;0;;No
2008-05-05;43;Services;Marié;Secondaire;No;41;Yes;Yes;;127;2;-1;0;;No
2008-05-05;52;Technicien;Marié;Tertiaire;No;7;No;Yes;;175;1;-1;0;;No
2008-05-05;33;Technicien;Célibataire;Secondaire;No;105;Yes;No;;262;2;-1;0;;No
2008-05-05;29;Admin;Célibataire;Secondaire;No;818;Yes;Yes;;61;1;-1;0;;No
2008-05-05;34;Services;Marié;Secondaire;No;-16;Yes;Yes;;78;1;-1;0;;No
2008-05-05;31;Col bleu;Marié;Secondaire;No;0;Yes;No;;143;1;-1;0;;No
2008-05-05;55;Services;Marié;Secondaire;No;2476;Yes;No;;579;1;-1;0;;Yes
2008-05-05;55;Manager;Marié;;No;1185;No;No;;677;1;-1;0;;No
2008-05-05;32;Admin;Célibataire;Secondaire;No;217;Yes;No;;345;1;-1;0;;No
2008-05-05;123;Technicien;Célibataire;Secondaire;No;1685;Yes;No;;185;1;-1;0;;No
2008-05-05;55;Admin;Célibataire;Secondaire;No;802;Yes;Yes;;100;2;-1;0;;No
2008-05-05;28;Chomeur;Célibataire;Tertiaire;No;0;Yes;No;;125;2;-1;0;;No
2008-05-05;23;Col bleu;Marié;Secondaire;No;94;Yes;No;;193;1;-1;0;;No
2008-05-05;32;Technicien;Célibataire;Secondaire;No;0;Yes;No;;136;1;-1;0;;No
2008-05-05;43;Services;Célibataire;;No;0;No;No;;73;1;-1;0;;No
2008-05-05;32;Col bleu;Marié;Secondaire;No;517;Yes;No;;528;1;-1;0;;No
2008-05-05;46;Col bleu;Marié;Secondaire;No;265;Yes;No;;541;1;-1;0;;No
2008-05-05;53;Employé de ménage;Divorcé;Primaire;No;947;Yes;No;;163;1;-1;0;;No
2008-05-05;34;Indépendant;Célibataire;Secondaire;No;3;Yes;No;;301;1;-1;0;;No
2008-05-05;57;Chomeur;Marié;Tertiaire;No;42;No;No;;46;1;-1;0;;No
2008-05-05;37;Col bleu;Marié;Secondaire;No;37;Yes;No;;204;1;-1;0;;No
2008-05-05;59;Col bleu;Marié;Secondaire;No;57;Yes;No;;98;1;-1;0;;No
2008-05-05;33;Services;Marié;Secondaire;No;22;Yes;No;;71;1;-1;0;;No
2008-05-05;56;Col bleu;Divorcé;Primaire;No;8;Yes;No;;157;2;-1;0;;No
2008-05-05;48;Chomeur;Marié;Secondaire;No;293;Yes;No;;243;1;-1;0;;No
2008-05-05;43;Services;Marié;Primaire;No;3;Yes;No;;186;2;-1;0;;No
2008-05-05;54;Col bleu;Marié;Primaire;No;348;Yes;No;;579;2;-1;0;;No
2008-05-05;51;Col bleu;Marié;;No;-19;Yes;No;;163;2;-1;0;;No
2008-05-05;26;Etudiant;Célibataire;Secondaire;No;0;Yes;No;;610;2;-1;0;;No
2008-05-05;40;Manager;Marié;Tertiaire;No;-4;Yes;No;;2033;1;-1;0;;No
2008-05-05;39;Manager;Marié;Secondaire;No;18;Yes;No;;85;1;-1;0;;No
2008-05-05;50;Technicien;Marié;Primaire;No;139;No;No;;114;2;-1;0;;No
2008-05-05;41;Services;Marié;Secondaire;No;0;Yes;No;;114;2;-1;0;;No
2008-05-05;51;Col bleu;Marié;;No;1883;Yes;No;;57;1;-1;0;;No
2008-05-05;60;Retraité;Divorcé;Secondaire;No;216;Yes;No;;238;1;-1;0;;No
2008-05-05;52;Col bleu;Marié;Secondaire;No;782;Yes;No;;93;3;-1;0;;No
2008-05-05;48;Col bleu;Marié;Secondaire;No;904;Yes;No;;128;2;-1;0;;No
2008-05-05;48;Services;Marié;;No;1705;Yes;No;;107;1;-1;0;;No
2008-05-05;39;Technicien;Célibataire;Tertiaire;No;47;Yes;No;;181;1;-1;0;;No
2008-05-05;47;Services;Célibataire;Secondaire;No;176;Yes;No;;303;2;-1;0;;No
2008-05-05;40;Col bleu;Marié;Secondaire;No;1225;Yes;No;;558;5;-1;0;;No
2008-05-05;45;Technicien;Marié;Secondaire;No;86;Yes;No;;270;1;-1;0;;No
2008-05-05;26;Admin;Célibataire;Secondaire;No;82;Yes;No;;228;1;-1;0;;No
2008-05-05;52;Manager;Marié;Tertiaire;No;271;Yes;No;;99;1;-1;0;;No
2008-05-05;54;Technicien;Marié;Secondaire;No;1378;Yes;No;;240;1;-1;0;;No
2008-05-05;54;Admin;Marié;Tertiaire;No;184;No;No;;673;2;-1;0;;Yes
2008-05-05;50;Col bleu;Marié;Primaire;No;0;No;No;;233;3;-1;0;;No
2008-05-05;35;Col bleu;Marié;Secondaire;No;0;Yes;No;;1056;1;-1;0;;No
2008-05-05;44;Services;Marié;Secondaire;No;1357;Yes;Yes;;250;1;-1;0;;No
2008-05-05;53;Entrepreuneur;Marié;;No;19;Yes;No;;252;1;-1;0;;No
2008-05-05;35;Retraité;Célibataire;Primaire;No;434;No;No;;138;1;-1;0;;No
2008-05-05;60;Admin;Divorcé;Secondaire;No;92;Yes;No;;130;1;-1;0;;No
2008-05-05;53;Admin;Divorcé;Secondaire;No;1151;Yes;No;;412;1;-1;0;;No
2008-05-05;48;Chomeur;Marié;Secondaire;No;41;Yes;No;;179;2;-1;0;;No
2008-05-05;34;Technicien;Marié;Secondaire;No;51;Yes;No;;19;2;-1;0;;No
2008-05-05;54;Services;Marié;Secondaire;No;214;Yes;No;;458;2;-1;0;;No
2008-05-05;51;Manager;Marié;Secondaire;No;1161;Yes;No;;717;1;-1;0;;No
2008-05-05;31;Services;Marié;Tertiaire;No;37;Yes;No;;313;1;-1;0;;No
2008-05-05;35;Technicien;Divorcé;Secondaire;No;787;Yes;No;;683;2;-1;0;;No
2008-05-05;35;Services;Marié;Secondaire;No;59;Yes;No;;1077;1;-1;0;;No
2008-05-05;38;Technicien;Marié;Secondaire;No;253;Yes;No;;416;1;-1;0;;No
2008-05-05;36;Admin;Marié;Tertiaire;No;211;Yes;No;;146;2;-1;0;;No
2008-05-05;58;Retraité;Marié;Primaire;No;235;Yes;No;;167;1;-1;0;;No
2008-05-05;40;Services;Divorcé;;No;4384;Yes;No;;315;1;-1;0;;No
2008-05-05;123;Manager;Marié;Secondaire;No;4080;No;No;;140;1;-1;0;;No
2008-05-05;34;Col bleu;Célibataire;Secondaire;No;53;Yes;Yes;;346;1;-1;0;;No
2008-05-05;31;Manager;Célibataire;Tertiaire;No;0;Yes;No;;562;1;-1;0;;No
2008-05-05;123;Retraité;Marié;Secondaire;No;2127;Yes;No;;172;1;-1;0;;No
2008-05-05;33;Manager;Marié;Tertiaire;No;377;Yes;No;;217;1;-1;0;;No
2008-05-05;55;Manager;Marié;Tertiaire;No;73;Yes;No;;142;2;-1;0;;No
2008-05-05;42;Admin;Marié;Secondaire;No;445;Yes;No;;67;1;-1;0;;No
2008-05-05;34;Col bleu;Marié;Secondaire;No;243;Yes;No;;291;1;-1;0;;No
2008-05-05;33;Col bleu;Célibataire;Secondaire;No;307;Yes;No;;309;2;-1;0;;No
2008-05-05;38;Services;Marié;Secondaire;No;155;Yes;No;;248;1;-1;0;;No
2008-05-05;50;Technicien;Divorcé;Tertiaire;No;173;No;Yes;;98;1;-1;0;;No
2008-05-05;43;Manager;Marié;Tertiaire;No;400;Yes;No;;256;1;-1;0;;No
2008-05-05;61;Col bleu;Divorcé;Primaire;No;1428;Yes;No;;82;2;-1;0;;No
2008-05-05;47;Admin;Marié;Secondaire;No;219;Yes;No;;577;1;-1;0;;No
2008-05-05;48;Indépendant;Marié;Tertiaire;No;7;Yes;No;;286;1;-1;0;;No
2008-05-05;44;Col bleu;Marié;Secondaire;No;575;Yes;No;;477;1;-1;0;;No
2008-05-05;35;Etudiant;Célibataire;;No;298;Yes;No;;611;2;-1;0;;No
2008-05-05;35;Services;Marié;Secondaire;No;0;Yes;No;;471;1;-1;0;;No
2008-05-05;50;Services;Marié;Secondaire;No;5699;Yes;No;;381;2;-1;0;;No
2008-05-05;41;Manager;Marié;Tertiaire;No;176;Yes;Yes;;42;1;-1;0;;No
2008-05-05;41;Manager;Marié;Tertiaire;No;517;Yes;No;;251;1;-1;0;;No
2008-05-05;39;Services;Célibataire;;No;257;Yes;No;;408;1;-1;0;;No
2008-05-05;42;Retraité;Marié;Secondaire;No;56;Yes;No;;215;1;-1;0;;No
2008-05-05;38;Col bleu;Marié;Secondaire;No;-390;Yes;No;;287;1;-1;0;;No
2008-05-05;53;Retraité;Marié;Secondaire;No;330;Yes;No;;216;2;-1;0;;No
2008-05-05;59;Employé de ménage;Divorcé;Primaire;No;195;No;No;;366;2;-1;0;;No
2008-05-05;36;Services;Marié;Secondaire;No;301;Yes;No;;210;1;-1;0;;No
2008-05-05;54;Col bleu;Marié;Primaire;No;-41;Yes;No;;288;1;-1;0;;No
2008-05-05;40;Technicien;Marié;Tertiaire;No;483;Yes;No;;168;1;-1;0;;No
2008-05-05;47;;Marié;;No;28;No;No;;338;2;-1;0;;No
2008-05-05;53;Chomeur;Marié;;No;13;No;No;;410;3;-1;0;;No
2008-05-05;46;Employé de ménage;Marié;Primaire;No;965;No;No;;177;1;-1;0;;No
2008-05-05;39;Manager;Marié;Tertiaire;No;378;Yes;Yes;;127;2;-1;0;;No
2008-05-05;40;Chomeur;Marié;Secondaire;No;219;Yes;No;;357;1;-1;0;;No
2008-05-05;28;Col bleu;Marié;Primaire;No;324;Yes;No;;175;1;-1;0;;No
2008-05-05;35;Entrepreuneur;Divorcé;Secondaire;No;-69;Yes;No;;300;1;-1;0;;No
2008-05-05;55;Retraité;Marié;Secondaire;No;0;No;Yes;;136;1;-1;0;;No
2008-05-05;43;Technicien;Divorcé;;No;205;Yes;No;;1419;1;-1;0;;No
2008-05-05;48;Col bleu;Marié;Primaire;No;278;Yes;No;;125;2;-1;0;;No
2008-05-05;58;Manager;Marié;;No;1065;Yes;No;;213;3;-1;0;;No
2008-05-05;33;Manager;Célibataire;Tertiaire;No;34;Yes;No;;27;1;-1;0;;No
2008-05-05;36;Col bleu;Marié;;No;1033;No;No;;238;2;-1;0;;No
2008-05-05;53;Services;Divorcé;Secondaire;No;1467;Yes;No;;124;1;-1;0;;No
2008-05-05;47;Col bleu;Marié;Primaire;No;-12;Yes;No;;18;1;-1;0;;No
2008-05-05;31;Services;Marié;Secondaire;No;388;Yes;No;;730;2;-1;0;;No
2008-05-05;57;Entrepreuneur;Marié;Secondaire;No;294;Yes;No;;746;2;-1;0;;No
2008-05-05;53;Col bleu;Marié;;No;1827;No;No;;121;1;-1;0;;No
2008-05-05;55;Col bleu;Marié;Primaire;No;627;Yes;No;;247;1;-1;0;;No
2008-05-05;45;Col bleu;Marié;Primaire;No;25;Yes;No;;40;1;-1;0;;No
2008-05-05;53;Admin;Divorcé;Secondaire;No;315;Yes;No;;181;2;-1;0;;No
2008-05-05;37;Col bleu;Marié;Primaire;No;0;Yes;No;;79;1;-1;0;;No
2008-05-05;44;Admin;Divorcé;Secondaire;No;66;Yes;No;;206;1;-1;0;;No
2008-05-05;49;Col bleu;Divorcé;Primaire;No;-9;Yes;Yes;;389;1;-1;0;;No
2008-05-05;46;Technicien;Marié;Secondaire;No;349;Yes;Yes;;127;1;-1;0;;No
2008-05-05;43;Entrepreuneur;Marié;;No;100;Yes;No;;702;1;-1;0;;No
2008-05-05;38;Admin;Marié;Secondaire;No;0;No;No;;151;1;-1;0;;No
2008-05-05;43;Technicien;Marié;Secondaire;No;434;Yes;No;;117;1;-1;0;;No
2008-05-05;49;Manager;Marié;Tertiaire;No;3237;Yes;No;;232;3;-1;0;;No
2008-05-05;42;Manager;Marié;;No;275;No;No;;408;2;-1;0;;No
2008-05-05;22;Col bleu;Célibataire;Secondaire;No;0;Yes;No;;179;2;-1;0;;No
2008-05-05;40;Manager;Marié;Tertiaire;No;207;Yes;No;;39;1;-1;0;;No
2008-05-05;39;Col bleu;Marié;Secondaire;No;483;Yes;No;;282;1;-1;0;;No
2008-05-05;123;Services;;Secondaire;No;2248;Yes;;;714;2;-1;0;;No
2008-05-05;49;Admin;Marié;Secondaire;No;428;Yes;No;;50;1;-1;0;;No
2008-05-05;53;Col bleu;Marié;Secondaire;No;0;Yes;Yes;;181;1;-1;0;;No
2008-05-05;34;Services;Célibataire;Secondaire;No;0;Yes;No;;142;1;-1;0;;No
2008-05-05;33;Technicien;Divorcé;Secondaire;No;140;Yes;No;;227;1;-1;0;;No
2008-05-05;50;Manager;Célibataire;Tertiaire;No;297;Yes;No;;119;1;-1;0;;No
2008-05-05;123;Col bleu;Marié;Primaire;No;279;Yes;;;361;1;-1;0;;No
2008-05-05;59;Entrepreuneur;Divorcé;Secondaire;No;901;Yes;No;;73;3;-1;0;;No
2008-05-05;30;Technicien;Célibataire;Secondaire;No;2573;Yes;No;;67;2;-1;0;;No
2008-05-05;36;Services;Marié;Secondaire;No;143;Yes;Yes;;350;1;-1;0;;No
2008-05-05;40;Col bleu;Marié;Secondaire;No;475;Yes;No;;332;2;-1;0;;No
2008-05-05;53;Col bleu;Marié;Secondaire;No;70;Yes;No;;611;2;-1;0;;No
2008-05-05;34;Manager;Célibataire;Tertiaire;No;318;Yes;No;;113;2;-1;0;;No
2008-05-05;37;Technicien;Marié;Secondaire;No;275;Yes;No;;132;1;-1;0;;No
2008-05-05;42;Manager;Divorcé;Tertiaire;No;742;Yes;No;;58;3;-1;0;;No
2008-05-05;41;Entrepreuneur;Marié;Primaire;No;236;Yes;No;;151;1;-1;0;;No
2008-05-05;30;Etudiant;Célibataire;Tertiaire;No;25;Yes;No;;89;2;-1;0;;No
2008-05-05;37;Manager;Célibataire;Tertiaire;No;600;Yes;No;;152;1;-1;0;;No
2008-05-05;39;Admin;Divorcé;Secondaire;No;-349;Yes;No;;611;2;-1;0;;No
2008-05-05;41;Col bleu;Marié;Primaire;No;183;Yes;Yes;;110;2;-1;0;;No
2008-05-05;40;Col bleu;Marié;Primaire;No;0;Yes;No;;463;1;-1;0;;No
2008-05-05;42;Manager;Célibataire;Tertiaire;No;0;Yes;Yes;;562;2;-1;0;;Yes
2008-05-05;40;Col bleu;Divorcé;Primaire;No;0;Yes;No;;962;1;-1;0;;No
2008-05-05;57;Technicien;Marié;Secondaire;No;1078;Yes;No;;10;4;-1;0;;No
2008-05-05;56;Entrepreuneur;Divorcé;Secondaire;No;155;No;No;;118;3;-1;0;;No
2008-05-05;37;Admin;Marié;Secondaire;No;190;Yes;No;;92;2;-1;0;;No
2008-05-05;59;Retraité;Marié;Secondaire;No;319;Yes;No;;143;3;-1;0;;No
2008-05-05;39;Services;Divorcé;Secondaire;No;-185;Yes;No;;189;3;-1;0;;No
2008-05-05;49;Services;Marié;Secondaire;No;47;No;No;;234;2;-1;0;;No
2008-05-05;38;Services;Célibataire;Secondaire;No;570;Yes;No;;75;2;-1;0;;No
2008-05-05;36;Indépendant;Marié;Tertiaire;No;19;No;No;;189;2;-1;0;;No
2008-05-05;50;Col bleu;Marié;Primaire;No;61;Yes;No;;621;3;-1;0;;No
2008-05-05;41;Admin;Marié;Secondaire;No;-62;Yes;Yes;;55;2;-1;0;;No
2008-05-05;54;Technicien;Marié;Tertiaire;No;258;No;No;;310;4;-1;0;;No
2008-05-05;58;Col bleu;Marié;Primaire;No;76;Yes;No;;156;2;-1;0;;No
2008-05-05;30;Col bleu;Célibataire;Secondaire;No;0;Yes;No;;5;2;-1;0;;No
2008-05-05;33;Admin;Célibataire;Secondaire;No;352;Yes;No;;225;2;-1;0;;No
2008-05-05;47;Admin;Marié;Secondaire;No;368;Yes;No;;125;2;-1;0;;No
2008-05-05;50;Technicien;Célibataire;Tertiaire;No;339;Yes;No;;2;3;-1;0;;No
